run_id,dataset,model,regime,inference_method,label_per_class,split_seed,lambda,beta,weighted_prior,clamped,best_epoch,val_acc,val_f1,val_nll,val_brier,test_acc,test_f1,test_nll,test_brier,ece,rule_score,edge_agreement,converged,iters,final_residual,ess_min,ess_median,rhat_max,target_h,empirical_h,adjusted_h,label_informativeness,sigma_x,beta_gen,lr,weight_decay,hidden,dropout,train_seconds,infer_seconds,logits_path,git_commit,protocol_hash,notes
M0_mlp-f8f716cd2d,citeseer,M0_mlp,train,none,20,0,0.0,,,,17,0.552,0.527837,1.723157,0.809612,0.608,0.572218,1.718239,0.807866,0.42331,0.167175,0.526362,,,,,,,,,,,,,0.01,0.001,64,0.5,2.612,,results/logits/M0_mlp-f8f716cd2d.npz,4225688,9f9bb01aee1b,
M1_gcn-25957bad15,citeseer,M1_gcn,train,none,20,0,0.0,,,,167,0.716,0.687146,0.961783,0.455736,0.719,0.68794,0.931201,0.44091,0.15504,0.462108,0.90268,,,,,,,,,,,,,0.01,0.0005,64,0.5,6.663,,results/logits/M1_gcn-25957bad15.npz,4225688,9f9bb01aee1b,
LP-823d3732fc,citeseer,LP,closed_form,label_prop,20,0,,,,,,0.512,0.501778,1.924287,0.581778,0.51,0.499399,2.055034,0.598501,0.100274,0.441948,0.970782,,,,,,,,,,,,,,,,,,,,4225688,9f9bb01aee1b,uses train labels as inference-time evidence
M2_lap-c8d3ee6cf3,citeseer,M2_lap,train,none,20,0,0.001,,,,165,0.714,0.68735,0.982328,0.467319,0.708,0.681831,0.944162,0.449055,0.148836,0.451965,0.884227,,,,,,,,,,,,,0.01,0.0005,64,0.5,7.368,,,4225688,9f9bb01aee1b,
M2_lap-b3863bd756,citeseer,M2_lap,train,none,20,0,0.01,,,,166,0.716,0.684779,0.969373,0.460367,0.714,0.68586,0.935711,0.444076,0.152579,0.457372,0.885984,,,,,,,,,,,,,0.01,0.0005,64,0.5,7.79,,,4225688,9f9bb01aee1b,
M2_lap-468f15aabe,citeseer,M2_lap,train,none,20,0,0.1,,,,166,0.718,0.687831,0.965804,0.457838,0.715,0.685495,0.935086,0.443301,0.153849,0.459482,0.902241,,,,,,,,,,,,,0.01,0.0005,64,0.5,7.487,,,4225688,9f9bb01aee1b,
M2_lap-3960ce0828,citeseer,M2_lap,train,none,20,0,0.5,,,,136,0.728,0.694231,0.991147,0.470209,0.715,0.68473,0.967268,0.4587,0.180777,0.430499,0.90246,,,,,,,,,,,,,0.01,0.0005,64,0.5,6.869,,,4225688,9f9bb01aee1b,
M2_lap-7e30074a0b,citeseer,M2_lap,train,none,20,0,1.0,,,,137,0.724,0.692473,1.008705,0.479731,0.713,0.683533,0.98352,0.467394,0.191607,0.410349,0.899385,,,,,,,,,,,,,0.01,0.0005,64,0.5,6.536,,,4225688,9f9bb01aee1b,
M2_lap-b7254fda9b,citeseer,M2_lap,train,none,20,0,5.0,,,,36,0.712,0.672915,1.416483,0.683728,0.703,0.671026,1.39884,0.675695,0.422425,0.198741,0.889499,,,,,,,,,,,,,0.01,0.0005,64,0.5,3.055,,,4225688,9f9bb01aee1b,
M4_mrf_gcn-dcc0132af0,citeseer,M4_mrf_gcn,tuned_grid,mf,20,0,,0.05,,0,,0.714,0.68495,0.948787,0.448726,0.72,0.689891,0.919535,0.435179,0.143294,0.489778,0.904877,1,5,,,,,,,,,,,,,,,,0.031,,4225688,9f9bb01aee1b,flip=0.0010
M4_mrf_mlp-8ef9e14fd6,citeseer,M4_mrf_mlp,tuned_grid,mf,20,0,,0.05,,0,,0.562,0.537929,1.721299,0.808946,0.612,0.57643,1.716348,0.80719,0.426976,0.167249,0.554701,1,5,,,,,,,,,,,,,,,,0.0209,,4225688,9f9bb01aee1b,flip=0.0130
M4_mrf_gcn_clamped-26fce6814e,citeseer,M4_mrf_gcn_clamped,tuned_grid,mf,20,0,,0.05,,1,,0.714,0.68495,0.948855,0.448764,0.72,0.689891,0.919632,0.435241,0.143161,0.496346,0.904877,1,5,,,,,,,,,,,,,,,,0.328,,4225688,9f9bb01aee1b,flip=0.0010
M4_mrf_gcn-cf5ea6392a,citeseer,M4_mrf_gcn,tuned_grid,mf,20,0,,0.1,,0,,0.714,0.68501,0.936879,0.442627,0.723,0.692675,0.908572,0.429886,0.136339,0.515676,0.908612,1,7,,,,,,,,,,,,,,,,0.1658,,4225688,9f9bb01aee1b,flip=0.0070
M4_mrf_mlp-f2beb34f8e,citeseer,M4_mrf_mlp,tuned_grid,mf,20,0,,0.1,,0,,0.574,0.54971,1.719126,0.808165,0.615,0.577715,1.714174,0.806408,0.429581,0.167344,0.578647,1,6,,,,,,,,,,,,,,,,0.0949,,4225688,9f9bb01aee1b,flip=0.0280
M4_mrf_gcn_clamped-b5ef01a5ac,citeseer,M4_mrf_gcn_clamped,tuned_grid,mf,20,0,,0.1,,1,,0.714,0.68501,0.937036,0.442711,0.722,0.691793,0.908811,0.430036,0.135168,0.521878,0.908392,1,7,,,,,,,,,,,,,,,,0.0195,,4225688,9f9bb01aee1b,flip=0.0060
M4_mrf_gcn-f1b68037ea,citeseer,M4_mrf_gcn,tuned_grid,mf,20,0,,0.25,,0,,0.718,0.688184,0.90912,0.42794,0.722,0.69177,0.882211,0.417069,0.097472,0.584906,0.91696,1,14,,,,,,,,,,,,,,,,0.2415,,4225688,9f9bb01aee1b,flip=0.0150
M4_mrf_mlp-273beb864d,citeseer,M4_mrf_mlp,tuned_grid,mf,20,0,,0.25,,0,,0.592,0.563876,1.707613,0.803896,0.639,0.602281,1.703251,0.802358,0.451415,0.168219,0.644772,1,26,,,,,,,,,,,,,,,,0.4039,,4225688,9f9bb01aee1b,flip=0.0660
M4_mrf_gcn_clamped-fa1dc8d01e,citeseer,M4_mrf_gcn_clamped,tuned_grid,mf,20,0,,0.25,,1,,0.718,0.688184,0.909538,0.428134,0.722,0.69177,0.883164,0.417652,0.098359,0.589391,0.91696,1,13,,,,,,,,,,,,,,,,0.1496,,4225688,9f9bb01aee1b,flip=0.0150
M4_mrf_gcn-da91274fe4,citeseer,M4_mrf_gcn,tuned_grid,mf,20,0,,0.5,,0,,0.72,0.688027,0.906492,0.421034,0.725,0.694864,0.872938,0.410084,0.062167,0.679793,0.931459,1,65,,,,,,,,,,,,,,,,1.3158,,4225688,9f9bb01aee1b,flip=0.0340
M4_mrf_mlp-0e03673028,citeseer,M4_mrf_mlp,tuned_grid,mf,20,0,,0.5,,0,,0.648,0.611347,1.59435,0.751707,0.676,0.640256,1.599854,0.754598,0.447399,0.259504,0.770211,1,67,,,,,,,,,,,,,,,,0.9912,,4225688,9f9bb01aee1b,flip=0.1510
M4_mrf_gcn_clamped-dd8c911ced,citeseer,M4_mrf_gcn_clamped,tuned_grid,mf,20,0,,0.5,,1,,0.72,0.688027,0.907193,0.421526,0.724,0.693997,0.875405,0.411514,0.063773,0.68144,0.929042,1,50,,,,,,,,,,,,,,,,0.6292,,4225688,9f9bb01aee1b,flip=0.0330
M4_mrf_gcn-2b4a534959,citeseer,M4_mrf_gcn,tuned_grid,mf,20,0,,1.0,,0,,0.714,0.684141,1.01007,0.428199,0.722,0.692287,0.958899,0.419294,0.078088,0.7985,0.95145,1,41,,,,,,,,,,,,,,,,0.6829,,4225688,9f9bb01aee1b,flip=0.0530
M4_mrf_mlp-7dd1c019ea,citeseer,M4_mrf_mlp,tuned_grid,mf,20,0,,1.0,,0,,0.658,0.609331,1.359126,0.624938,0.689,0.643591,1.39288,0.641457,0.326812,0.487064,0.881151,1,206,,,,,,,,,,,,,,,,2.9017,,4225688,9f9bb01aee1b,flip=0.2610
M4_mrf_gcn_clamped-787e1e7ce3,citeseer,M4_mrf_gcn_clamped,tuned_grid,mf,20,0,,1.0,,1,,0.712,0.682584,1.012842,0.430866,0.721,0.69142,0.963977,0.421839,0.07981,0.797621,0.949253,1,41,,,,,,,,,,,,,,,,0.6274,,4225688,9f9bb01aee1b,flip=0.0520
M4_mrf_gcn-e1a9455d7d,citeseer,M4_mrf_gcn,tuned_grid,mf,20,0,,2.0,,0,,0.712,0.680357,1.47457,0.4879,0.725,0.693954,1.382957,0.470178,0.176273,0.899784,0.961775,1,66,,,,,,,,,,,,,,,,0.9038,,4225688,9f9bb01aee1b,flip=0.0630
M4_mrf_mlp-ee32c76f3d,citeseer,M4_mrf_mlp,tuned_grid,mf,20,0,,2.0,,0,,0.644,0.59133,1.698923,0.61515,0.67,0.630424,1.530461,0.574451,0.204677,0.777903,0.936951,1,200,,,,,,,,,,,,,,,,2.7663,,4225688,9f9bb01aee1b,flip=0.3140
M4_mrf_gcn_clamped-f64576bbbb,citeseer,M4_mrf_gcn_clamped,tuned_grid,mf,20,0,,2.0,,1,,0.708,0.677246,1.484367,0.494157,0.724,0.69309,1.392442,0.472646,0.177329,0.896938,0.95848,1,66,,,,,,,,,,,,,,,,0.7778,,4225688,9f9bb01aee1b,flip=0.0620
M0_mlp-b3b2418246,citeseer,M0_mlp,train,none,20,1,0.0,,,,37,0.556,0.525997,1.552618,0.742756,0.564,0.536294,1.521421,0.728827,0.31384,0.176834,0.495387,,,,,,,,,,,,,0.01,0.001,64,0.5,1.843,,results/logits/M0_mlp-b3b2418246.npz,4225688,9f9bb01aee1b,
M1_gcn-35d8fc9991,citeseer,M1_gcn,train,none,20,1,0.0,,,,38,0.71,0.647816,1.38841,0.668335,0.704,0.665312,1.361254,0.65556,0.407441,0.211411,0.901801,,,,,,,,,,,,,0.01,0.0005,64,0.5,3.088,,results/logits/M1_gcn-35d8fc9991.npz,4225688,9f9bb01aee1b,
LP-5dfb52cfae,citeseer,LP,closed_form,label_prop,20,1,,,,,,0.474,0.448156,1.993261,0.610956,0.473,0.459238,2.003598,0.623647,0.050341,0.467928,0.959139,,,,,,,,,,,,,,,,,,,,4225688,9f9bb01aee1b,uses train labels as inference-time evidence
M2_lap-8740aedad3,citeseer,M2_lap,train,none,20,1,0.001,,,,38,0.71,0.647816,1.388363,0.668315,0.704,0.665362,1.36125,0.655557,0.407438,0.211424,0.901801,,,,,,,,,,,,,0.01,0.0005,64,0.5,2.832,,,4225688,9f9bb01aee1b,
M2_lap-542101e3fb,citeseer,M2_lap,train,none,20,1,0.01,,,,38,0.71,0.647816,1.38861,0.66843,0.704,0.665312,1.361406,0.655633,0.407525,0.211271,0.902241,,,,,,,,,,,,,0.01,0.0005,64,0.5,2.976,,,4225688,9f9bb01aee1b,
M2_lap-2e74c9ea1b,citeseer,M2_lap,train,none,20,1,0.1,,,,31,0.71,0.648002,1.485215,0.712876,0.698,0.657168,1.464426,0.70371,0.441247,0.188558,0.901142,,,,,,,,,,,,,0.01,0.0005,64,0.5,2.659,,,4225688,9f9bb01aee1b,
M2_lap-76fe0a13e1,citeseer,M2_lap,train,none,20,1,0.5,,,,25,0.706,0.651756,1.570586,0.750041,0.709,0.666029,1.554387,0.74339,0.482254,0.175965,0.893453,,,,,,,,,,,,,0.01,0.0005,64,0.5,2.847,,,4225688,9f9bb01aee1b,
M2_lap-a1eab65f1d,citeseer,M2_lap,train,none,20,1,1.0,,,,16,0.706,0.655614,1.676842,0.79242,0.708,0.659497,1.668862,0.789433,0.51297,0.168716,0.895211,,,,,,,,,,,,,0.01,0.0005,64,0.5,2.469,,,4225688,9f9bb01aee1b,
M2_lap-4cc5016b44,citeseer,M2_lap,train,none,20,1,5.0,,,,26,0.7,0.650075,1.571787,0.750499,0.705,0.665109,1.553174,0.742804,0.477798,0.175556,0.886863,,,,,,,,,,,,,0.01,0.0005,64,0.5,2.742,,,4225688,9f9bb01aee1b,
M4_mrf_gcn-49a8aa8847,citeseer,M4_mrf_gcn,tuned_grid,mf,20,1,,0.05,,0,,0.708,0.646294,1.374018,0.66104,0.706,0.667225,1.347001,0.648251,0.403284,0.219582,0.90246,1,6,,,,,,,,,,,,,,,,0.0456,,4225688,9f9bb01aee1b,flip=0.0020
M4_mrf_mlp-23a0ab6ee7,citeseer,M4_mrf_mlp,tuned_grid,mf,20,1,,0.05,,0,,0.572,0.539906,1.544938,0.739489,0.571,0.543142,1.513487,0.725361,0.318904,0.178746,0.521968,1,6,,,,,,,,,,,,,,,,0.0307,,4225688,9f9bb01aee1b,flip=0.0180
