structure,n,C,beta,alpha,draw_seed,method,tv_mean,tv_max,tv_mean_informative,tv_mean_uninformative,converged,iters,final_residual,ess_min,rhat_max,gibbs_kept,exact_method,wall_seconds
grid,16,3,0.25,1.5,200,lbp,1.3767511486792596e-05,4.8067956722784924e-05,1.5064321461349364e-05,9.877081563122291e-06,1,20,1.9534480605321036e-07,,,,ve,0.0102
grid,16,3,0.25,1.5,200,gibbs,0.0006428504600019612,0.0017234415433723255,0.0005195847242898542,0.0010126476671382819,1,2000,,7244.6,1.00035,2000,ve,8.2372
grid,16,3,0.5,1.5,200,exact,0.0,0.0,,,1,,,,,,ve,0.0098
grid,16,3,0.5,1.5,200,mf,0.010823410111492602,0.023222708650117555,0.010450377469348302,0.011942508037925499,1,8,,,,,ve,0.0042
grid,16,3,0.5,1.5,200,lbp,0.00020537866440162222,0.0006487595314535344,0.0002110670173685089,0.00018831360550096215,1,24,2.2075971767288038e-07,,,,ve,0.011
grid,16,3,0.5,1.5,200,gibbs,0.0007268528870677424,0.0028964179103943555,0.0006808863794199064,0.000864752410011251,1,2000,,6979.0,1.00051,2000,ve,7.8075
grid,16,3,0.75,1.5,200,exact,0.0,0.0,,,1,,,,,,ve,0.0109
grid,16,3,0.75,1.5,200,mf,0.02517336991106945,0.050920692747881836,0.02344187175617472,0.030367864375753638,1,12,,,,,ve,0.0064
grid,16,3,0.75,1.5,200,lbp,0.0009812946667980393,0.0027674457317435133,0.0009489394104587371,0.0010783604358159463,1,28,3.4971907209024877e-07,,,,ve,0.011
grid,16,3,0.75,1.5,200,gibbs,0.0012193904584326181,0.0044242339600882585,0.0011613520885586975,0.0013935055680543802,1,2000,,6593.4,1.00074,2000,ve,8.5343
grid,16,3,1.0,1.5,200,exact,0.0,0.0,,,1,,,,,,ve,0.0098
grid,16,3,1.0,1.5,200,mf,0.044535320484039936,0.10676142216327549,0.04088502051006373,0.055486220405968574,1,18,,,,,ve,0.0093
grid,16,3,1.0,1.5,200,lbp,0.0029642666049500806,0.007586136221506093,0.00274608623972436,0.003618807700627242,1,34,4.7355467258647366e-07,,,,ve,0.0157
grid,16,3,1.0,1.5,200,gibbs,0.0018738021068743726,0.004136347207250202,0.0017914487887103544,0.0021208620613664274,1,2000,,6136.5,1.00031,2000,ve,7.7368
grid,16,3,1.3,1.5,200,exact,0.0,0.0,,,1,,,,,,ve,0.0101
grid,16,3,1.3,1.5,200,mf,0.07178701749657555,0.21115052529958717,0.06640577061184755,0.08793075815075956,1,23,,,,,ve,0.0109
grid,16,3,1.3,1.5,200,lbp,0.00839684132502653,0.020061072270948978,0.007700322341299428,0.010486398276207835,1,45,4.7236279843154705e-07,,,,ve,0.0214
grid,16,3,1.3,1.5,200,gibbs,0.002816331327243543,0.007403300718139452,0.0026220411890718835,0.003399201741758521,1,2000,,4939.9,1.00043,2000,ve,8.4466
grid,16,3,1.75,1.5,200,exact,0.0,0.0,,,1,,,,,,ve,0.0108
grid,16,3,1.75,1.5,200,mf,0.11997807320936231,0.240089966446178,0.10759063450943274,0.15714038930915103,1,35,,,,,ve,0.0174
grid,16,3,1.75,1.5,200,lbp,0.027244224013580873,0.06115124334147855,0.025822921325282366,0.0315081320784764,1,64,5.826049106483211e-07,,,,ve,0.0297
grid,16,3,1.75,1.5,200,gibbs,0.006401622476326816,0.013038477834209507,0.0059153035177900186,0.007860579351937201,1,2000,,2367.1,1.00117,2000,ve,7.8784
grid,16,3,2.5,1.5,200,exact,0.0,0.0,,,1,,,,,,ve,0.0132
grid,16,3,2.5,1.5,200,mf,0.08583840749733056,0.2928838693164385,0.09815876370842697,0.04887733886404132,1,17,,,,,ve,0.0239
grid,16,3,2.5,1.5,200,lbp,0.02522084976327314,0.0680591127558653,0.027508375800744108,0.01835827165086023,1,59,4.355453565585421e-07,,,,ve,0.056
grid,16,3,2.5,1.5,200,gibbs,0.004435586645534022,0.010924586863464633,0.0042656820969229105,0.004945300291367357,1,2000,,657.2,1.00439,2000,ve,7.9553
grid,16,3,4.0,1.5,200,exact,0.0,0.0,,,1,,,,,,ve,0.0112
grid,16,3,4.0,1.5,200,mf,0.006180595977271013,0.00878305012670379,0.006306838111506347,0.00580186957456501,1,8,,,,,ve,0.0041
grid,16,3,4.0,1.5,200,lbp,0.005738523625136093,0.005921703056854219,0.00575440178213191,0.005690889154148641,1,38,3.1416341694789907e-07,,,,ve,0.015
grid,16,3,4.0,1.5,200,gibbs,0.4937177115211252,0.49435387954670834,0.49359953958961134,0.4940722273156669,0,2000,,4.5,2.95792,2000,ve,8.7205
grid,16,3,0.0,0.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0153
grid,16,3,0.0,0.5,201,mf,2.8037468180475145e-16,7.632783294297951e-16,2.752427915216534e-16,2.957703526540456e-16,1,1,,,,,ve,0.001
grid,16,3,0.0,0.5,201,lbp,2.7755575615628914e-16,7.771561172376096e-16,2.7350806804567657e-16,2.896988204881268e-16,1,3,0.0,,,,ve,0.0019
grid,16,3,0.0,0.5,201,gibbs,9.757602711935043e-15,1.8013368574543165e-14,9.866818010776749e-15,9.429956815409923e-15,1,2000,,8182.1,0.99973,2000,ve,8.0122
grid,16,3,0.1,0.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0098
