run_id,dataset,model,regime,inference_method,label_per_class,split_seed,lambda,beta,weighted_prior,clamped,best_epoch,val_acc,val_f1,val_nll,val_brier,test_acc,test_f1,test_nll,test_brier,ece,rule_score,edge_agreement,converged,iters,final_residual,ess_min,ess_median,rhat_max,target_h,empirical_h,adjusted_h,label_informativeness,sigma_x,beta_gen,lr,weight_decay,hidden,dropout,train_seconds,infer_seconds,logits_path,git_commit,protocol_hash,notes
M0_mlp-06b987acda,sbm,M0_mlp,train,none,1,0,0.0,,,,16,0.278,0.265642,1.837748,0.825275,0.271,0.253415,1.822019,0.819812,0.057838,0.148844,0.173159,,,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,0.01,0.0005,64,0.5,0.476,,results/logits/M0_mlp-06b987acda.npz,4225688,9f9bb01aee1b,
M1_gcn-dee4524b57,sbm,M1_gcn,train,none,1,0,0.0,,,,41,0.214,0.176942,1.935634,0.856376,0.236,0.203021,1.910865,0.846643,0.053317,0.161912,0.372255,,,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,0.005,0.001,64,0.5,2.804,,results/logits/M1_gcn-dee4524b57.npz,4225688,9f9bb01aee1b,
LP-366e4fbb8e,sbm,LP,closed_form,label_prop,1,0,,,,,,0.166,0.044606,1.976059,0.86573,0.139,0.040506,2.026471,0.872916,0.089113,0.157699,0.972436,,,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,,,,,,,,4225688,9f9bb01aee1b,uses train labels as inference-time evidence
M2_lap-0940641735,sbm,M2_lap,train,none,1,0,0.001,,,,41,0.214,0.176942,1.93563,0.856375,0.236,0.203021,1.910861,0.846642,0.053315,0.161911,0.372255,,,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,0.005,0.001,64,0.5,3.405,,,4225688,9f9bb01aee1b,
M2_lap-4b78f21712,sbm,M2_lap,train,none,1,0,0.01,,,,41,0.214,0.176942,1.935584,0.856357,0.236,0.203021,1.910799,0.846623,0.053297,0.161889,0.372164,,,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,0.005,0.001,64,0.5,3.297,,,4225688,9f9bb01aee1b,
M2_lap-d915cf0669,sbm,M2_lap,train,none,1,0,0.1,,,,41,0.214,0.176831,1.935359,0.856275,0.237,0.204771,1.910558,0.846539,0.055581,0.16178,0.372616,,,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,0.005,0.001,64,0.5,3.308,,,4225688,9f9bb01aee1b,
M2_lap-e7e9e56a66,sbm,M2_lap,train,none,1,0,0.5,,,,41,0.214,0.176847,1.934365,0.855907,0.237,0.204723,1.909729,0.846245,0.053626,0.161348,0.371351,,,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,0.005,0.001,64,0.5,3.529,,,4225688,9f9bb01aee1b,
M2_lap-b187a7f179,sbm,M2_lap,train,none,1,0,1.0,,,,40,0.216,0.178124,1.931212,0.85478,0.237,0.204491,1.907551,0.845575,0.04294,0.159963,0.37108,,,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,0.005,0.001,64,0.5,3.708,,,4225688,9f9bb01aee1b,
M2_lap-d91cc665e1,sbm,M2_lap,train,none,1,0,5.0,,,,38,0.218,0.182663,1.922441,0.851669,0.24,0.209033,1.900921,0.843617,0.040108,0.155166,0.365025,,,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,0.005,0.001,64,0.5,3.425,,,4225688,9f9bb01aee1b,
M4_mrf_gcn-3329870360,sbm,M4_mrf_gcn,tuned_grid,mf,1,0,,0.05,,0,,0.216,0.178379,1.941987,0.858283,0.233,0.199056,1.917267,0.848574,0.055405,0.163929,0.383642,1,4,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,,,,,,0.1533,,4225688,9f9bb01aee1b,flip=0.0210
M4_mrf_mlp-dfabe8da95,sbm,M4_mrf_mlp,tuned_grid,mf,1,0,,0.05,,0,,0.284,0.269488,1.839177,0.825632,0.271,0.25262,1.824098,0.820364,0.051338,0.15056,0.181835,1,4,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,,,,,,0.0596,,4225688,9f9bb01aee1b,flip=0.0150
M4_mrf_gcn-1ed7d9da4d,sbm,M4_mrf_gcn,tuned_grid,mf,1,0,,0.1,,0,,0.218,0.179326,1.949506,0.860553,0.235,0.198274,1.924838,0.850876,0.061785,0.166262,0.39521,1,5,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,,,,,,0.1087,,4225688,9f9bb01aee1b,flip=0.0490
M4_mrf_mlp-533a9ad99b,sbm,M4_mrf_mlp,tuned_grid,mf,1,0,,0.1,,0,,0.284,0.268668,1.841357,0.826241,0.269,0.249427,1.826978,0.821203,0.056029,0.152562,0.194487,1,5,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,,,,,,0.0879,,4225688,9f9bb01aee1b,flip=0.0430
M4_mrf_gcn-aedf5bc774,sbm,M4_mrf_gcn,tuned_grid,mf,1,0,,0.25,,0,,0.21,0.167809,1.982578,0.870794,0.226,0.186766,1.958157,0.86128,0.076045,0.176187,0.431451,1,9,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,,,,,,0.0933,,4225688,9f9bb01aee1b,flip=0.1130
M4_mrf_mlp-9f8fe54da6,sbm,M4_mrf_mlp,tuned_grid,mf,1,0,,0.25,,0,,0.28,0.260317,1.856112,0.830984,0.265,0.238863,1.844604,0.827194,0.079269,0.162353,0.256394,1,10,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,,,,,,0.1317,,4225688,9f9bb01aee1b,flip=0.1400
M4_mrf_gcn-aefdea7faf,sbm,M4_mrf_gcn,tuned_grid,mf,1,0,,0.5,,0,,0.166,0.050936,3.023616,1.29099,0.146,0.050564,3.077802,1.309956,0.595066,0.652516,0.978129,1,32,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,,,,,,0.3959,,4225688,9f9bb01aee1b,flip=0.7080
M4_mrf_mlp-32cccf04ae,sbm,M4_mrf_mlp,tuned_grid,mf,1,0,,0.5,,0,,0.16,0.057656,2.954564,1.275042,0.162,0.053673,2.966966,1.276841,0.590585,0.661379,0.974424,1,22,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,,,,,,0.2453,,4225688,9f9bb01aee1b,flip=0.6870
M4_mrf_gcn-f538d7bb69,sbm,M4_mrf_gcn,tuned_grid,mf,1,0,,1.0,,0,,0.166,0.040746,6.67223,1.620072,0.142,0.03747,6.915403,1.66966,0.83142,0.975284,0.999458,1,12,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,,,,,,0.1182,,4225688,9f9bb01aee1b,flip=0.7270
M4_mrf_mlp-32ba4ceb22,sbm,M4_mrf_mlp,tuned_grid,mf,1,0,,1.0,,0,,0.152,0.037698,6.615408,1.644739,0.154,0.038128,6.675009,1.640125,0.819445,0.975326,0.999548,1,9,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,,,,,,0.18,,4225688,9f9bb01aee1b,flip=0.7100
M4_mrf_gcn-adca6f77f8,sbm,M4_mrf_gcn,tuned_grid,mf,1,0,,2.0,,0,,0.166,0.040676,13.233355,1.66312,0.142,0.037439,13.757154,1.710718,0.854338,0.998363,0.99991,1,8,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,,,,,,0.0889,,4225688,9f9bb01aee1b,flip=0.7280
M4_mrf_mlp-4d0f0cb804,sbm,M4_mrf_mlp,tuned_grid,mf,1,0,,2.0,,0,,0.152,0.037698,13.259678,1.691877,0.154,0.038128,13.364974,1.685525,0.842778,0.998629,1.0,1,5,,,,,0.15,0.15084,0.00925,0.00039,0.5,0.05966,,,,,,0.0742,,4225688,9f9bb01aee1b,flip=0.7100
